date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:24	27026/27026	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202019%2011:37:10%20GMT	https://5d9844d886969.site123.me/services/ironing	D:/Wasche%20project/Wasche/5d9844d886969.site123.me/services/ironing.html	(from https://5d9844d886969.site123.me/)
17:08:24	155702/155702	---MCZ	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202019%2011:37:10%20GMT	https://5d9844d886969.site123.me/?clientZone=1	D:/Wasche%20project/Wasche/5d9844d886969.site123.me/index4cd7.html	(from https://5d9844d886969.site123.me/)
17:08:25	20449/20449	---M--	200	added ('OK')	image/jpeg	etag:%222b263f087addf2ba6c7fcdc115972fc7%22	https://cdn-cms.f-static.com/uploads/2630165/400_crop_5d98692dc1af0_5d98688cb9dc8.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2630165/400_crop_5d98692dc1af0_5d98688cb9dc8.jpg	(from https://5d9844d886969.site123.me/)
17:08:25	27100/27100	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202019%2011:37:12%20GMT	https://5d9844d886969.site123.me/services/delivery	D:/Wasche%20project/Wasche/5d9844d886969.site123.me/services/delivery.html	(from https://5d9844d886969.site123.me/)
17:08:26	15792/15792	---M--	200	added ('OK')	image/jpeg	etag:%229a76520922743af393aae61518824fa0%22	https://cdn-cms.f-static.com/uploads/2630165/400_crop_5d98690d1693c_5d9868cf6efd0.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2630165/400_crop_5d98690d1693c_5d9868cf6efd0.jpg	(from https://5d9844d886969.site123.me/)
17:08:31	92429/92429	---M--	200	added ('OK')	image/jpeg	etag:%22285f1826dd9613bea592434681cf350b%22	https://cdn-cms.f-static.com/uploads/2630165/800_5d0a171177656.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2630165/800_5d0a171177656.jpg	(from https://5d9844d886969.site123.me/)
17:08:31	18799/18799	---M--	200	added ('OK')	image/jpeg	etag:%22637e73b98fbbe34989d3bdbb87e49b1a%22	http://cdn-cms.f-static.com/uploads/2031/400_5a16a9848fdd0.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2031/400_5a16a9848fdd0.jpg	(from https://5d9844d886969.site123.me/)
17:08:32	18406/18406	---M--	200	added ('OK')	image/jpeg	etag:%22764a3728a46bf747a26e0b4ad0b699af%22	http://cdn-cms.f-static.com/uploads/2031/400_5a15adf4c6469.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2031/400_5a15adf4c6469.jpg	(from https://5d9844d886969.site123.me/)
17:08:33	22823/22823	---M--	200	added ('OK')	image/jpeg	etag:%2221fd5729743bfdaed5dc39d5109fdc72%22	http://cdn-cms.f-static.com/uploads/2031/400_5a15a9b2d0271.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2031/400_5a15a9b2d0271.jpg	(from https://5d9844d886969.site123.me/)
17:08:34	13878/13878	---M--	200	added ('OK')	image/jpeg	etag:%22a6ea7f94202ac1dfe88ddb61ede1b110%22	http://cdn-cms.f-static.com/uploads/2031/400_5a2817ee48957.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2031/400_5a2817ee48957.jpg	(from https://5d9844d886969.site123.me/)
17:08:34	20037/20037	---M--	200	added ('OK')	image/jpeg	etag:%225b242c102df78d9073e4b8226f1c80bf%22	http://cdn-cms.f-static.com/uploads/2031/400_5a2816abd9044.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2031/400_5a2816abd9044.jpg	(from https://5d9844d886969.site123.me/)
17:08:34	17000/17000	---M--	200	added ('OK')	image/jpeg	etag:%2217ed94722c704777c0c8981d49618612%22	http://cdn-cms.f-static.com/uploads/2031/400_5a15a987cc8c1.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2031/400_5a15a987cc8c1.jpg	(from https://5d9844d886969.site123.me/)
17:08:35	25773/25773	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202019%2011:37:22%20GMT	https://5d9844d886969.site123.me/terms	D:/Wasche%20project/Wasche/5d9844d886969.site123.me/terms.html	(from https://5d9844d886969.site123.me/)
17:08:36	25773/25773	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Oct%202019%2011:37:22%20GMT	https://5d9844d886969.site123.me/privacy	D:/Wasche%20project/Wasche/5d9844d886969.site123.me/privacy.html	(from https://5d9844d886969.site123.me/)
17:08:37	4582/4582	---M-Z	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2012:00:36%20GMT	http://cdn-cms-s.f-static.com/files/images/google_map_white_small.png?v=n5670	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/images/google_map_white_small625f.png	(from https://5d9844d886969.site123.me/)
17:08:37	5686/5686	---M-Z	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2012:00:45%20GMT	http://cdn-cms-s.f-static.com/files/images/waze_white_small.png?v=n5670	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/images/waze_white_small625f.png	(from https://5d9844d886969.site123.me/)
17:08:38	5821/5821	---M-Z	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2012:00:40%20GMT	http://cdn-cms-s.f-static.com/files/images/moovit_white_small.png?v=n5670	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/images/moovit_white_small625f.png	(from https://5d9844d886969.site123.me/)
17:08:38	6230/6230	---M-Z	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2012:00:42%20GMT	http://cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/png-white.png?v=n5670	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/png-white625f.png	(from https://5d9844d886969.site123.me/)
17:08:40	26179/26179	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:37:27%20GMT	https://5d9844d886969.site123.me/site123.me	D:/Wasche%20project/Wasche/5d9844d886969.site123.me/site123.21.delayed	(from https://5d9844d886969.site123.me/)
17:08:42	10940/10940	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2018%20Sep%202019%2007:06:04%20GMT	http://cdn-cms-s.f-static.com/versions/2/wizard/statistics/js/generateStats.js?v=n5670	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/versions/2/wizard/statistics/js/generateStats625f.js	(from https://5d9844d886969.site123.me/)
17:08:43	4178/4178	---M-Z	200	added ('OK')	image/gif	date:Thu,%2020%20Dec%202018%2008:39:49%20GMT	http://cdn-cms-s.f-static.com/files/vendor/slick-1.8.1/slick/ajax-loader.gif	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/vendor/slick-1.8.1/slick/ajax-loader.gif	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:43	93/93	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:37:30%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/fonts/slick.eot	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/versions/2/css/fonts/slick.eot	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:44	93/93	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:37:30%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/fonts/slick.eot?	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/versions/2/css/fonts/slickd41d.eot	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:45	93/93	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:37:31%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/fonts/slick.woff	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/versions/2/css/fonts/slick.woff	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:46	93/93	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:37:33%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/fonts/slick.ttf	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/versions/2/css/fonts/slick.ttf	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:46	93/93	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:37:33%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/fonts/slick.svg	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/versions/2/css/fonts/slick.svg	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:47	93/93	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:37:34%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/owl.video.play.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/versions/2/css/owl.video.play.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:48	115/115	---M-Z	200	added ('OK')	image/png	date:Fri,%2015%20Dec%202017%2007:43:59%20GMT	http://cdn-cms-s.f-static.com/files/colorbox/images/overlay.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/colorbox/images/overlay.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:48	1261/1261	---M-Z	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2012:00:37%20GMT	http://cdn-cms-s.f-static.com/files/colorbox/images/controls.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/colorbox/images/controls.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:49	76/76	---M-Z	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2012:00:40%20GMT	http://cdn-cms-s.f-static.com/files/colorbox/images/border.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/colorbox/images/border.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:50	93/93	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:33:39%20GMT	http://cdn-cms-s.f-static.com/files/colorbox/images/loading_background.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/colorbox/images/loading_background.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:50	93/93	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:33:39%20GMT	http://cdn-cms-s.f-static.com/files/colorbox/images/loading.gif	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/colorbox/images/loading.gif	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:51	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2010%20Sep%202019%2005:35:32%20GMT	http://cdn-cms-s.f-static.com/files/gritter/images/ie-spacer.gif	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/gritter/images/ie-spacer.gif	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:54	4880/4880	---M-Z	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2005:35:36%20GMT	http://cdn-cms-s.f-static.com/files/gritter/images/gritter.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/gritter/images/gritter.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:08:54	4978/4978	---M-Z	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2005:35:39%20GMT	http://cdn-cms-s.f-static.com/files/gritter/images/gritter-light.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/gritter/images/gritter-light.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:09:03	1471459/1471459	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Oct%202019%2010:53:25%20GMT	http://cdn-cms-s.f-static.com/versions/2/js/minimize.js?v=n5670	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/versions/2/js/minimize625f.js	(from https://5d9844d886969.site123.me/)
17:09:04	69777/69777	---MCZ	200	added ('OK')	image/png	date:Fri,%2015%20Dec%202017%2007:44:02%20GMT	http://cdn-cms-s.f-static.com/files/frameworks/intl-tel-input-8.5.2/build/img/flags.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/frameworks/intl-tel-input-8.5.2/build/img/flags.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:09:06	729/729	---MC-	200	added ('OK')	text/javascript	date:Sat,%2005%20Oct%202019%2011:37:52%20GMT	https://www.google.com/recaptcha/api.js	D:/Wasche%20project/Wasche/www.google.com/recaptcha/api.js	(from https://5d9844d886969.site123.me/?clientZone=1)
17:09:06	13908/13908	---M-Z	200	added ('OK')	image/png	date:Thu,%2029%20Nov%202018%2017:31:04%20GMT	http://cdn-cms-s.f-static.com/versions/2/wizard/clientZone/images/noImage.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/versions/2/wizard/clientZone/images/noImage.png	(from https://5d9844d886969.site123.me/?clientZone=1)
17:09:13	185783/185783	---MCZ	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202017%2013:18:07%20GMT	http://cdn-cms-s.f-static.com/files/frameworks/intl-tel-input-8.5.2/build/img/flags@2x.png	D:/Wasche%20project/Wasche/cdn-cms-s.f-static.com/files/frameworks/intl-tel-input-8.5.2/build/img/flags@2x.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
17:09:13	199986/199986	---M--	200	added ('OK')	image/jpeg	etag:%22b45eb4774b9526ac488f00adbf1380e0%22	https://cdn-cms.f-static.com/ready_uploads/media/49023/2000_5ce2c023e1e45.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/ready_uploads/media/49023/2000_5ce2c023e1e45.jpg	(from http://cdn-cms-s.f-static.com/versions/2/css/websiteCSS.css?w=&orderScreen=&websiteID=2630165&onlyContent=&tranW=&v=n5670_11928280)
17:09:14	0/0	---M-Z	302	error ('Found')	text/html	date:Sat,%2005%20Oct%202019%2011:37:55%20GMT	https://5d9844d886969.site123.me/versions/2/wizard/clientZone/logout.php	D:/Wasche%20project/Wasche/5d9844d886969.site123.me/versions/2/wizard/clientZone/logout.38.delayed	(from https://5d9844d886969.site123.me/?clientZone=1)
17:09:16	26180/26180	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:38:03%20GMT	https://5d9844d886969.site123.me/services/site123.me	D:/Wasche%20project/Wasche/5d9844d886969.site123.me/services/site123.me	(from https://5d9844d886969.site123.me/services/washing)
17:09:17	60484/60484	---M--	200	added ('OK')	image/jpeg	etag:%22d207c8a2d1edf896290f3cac2d50c525%22	https://cdn-cms.f-static.com/uploads/2630165/800_crop_5d986952639a6_5d98684d75832.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2630165/800_crop_5d986952639a6_5d98684d75832.jpg	(from https://5d9844d886969.site123.me/services/washing)
17:09:18	61612/61612	---M--	200	added ('OK')	image/jpeg	etag:%228aff98c4e9161adecc05269317e39d01%22	https://cdn-cms.f-static.com/uploads/2630165/800_crop_5d98692dc1af0_5d98688cb9dc8.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2630165/800_crop_5d98692dc1af0_5d98688cb9dc8.jpg	(from https://5d9844d886969.site123.me/services/ironing)
17:09:20	36012/36012	---M--	200	added ('OK')	image/jpeg	etag:%2283d3855c7f75045738bfc912e291985f%22	https://cdn-cms.f-static.com/uploads/2630165/800_crop_5d98690d1693c_5d9868cf6efd0.jpg	D:/Wasche%20project/Wasche/cdn-cms.f-static.com/uploads/2630165/800_crop_5d98690d1693c_5d9868cf6efd0.jpg	(from https://5d9844d886969.site123.me/services/delivery)
17:09:20	92/92	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Oct%202019%2011:38:07%20GMT	http://cdn-cms-s.f-static.com/robots.txt		(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5670)
